"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2012)"
"Geral, grupo, subgrupo, item e subitem - 3.Artigos de residência"
"";"Mês";"Variável"
"";"Mês";"IPCA - Variação mensal (%)"
"Brasil";"janeiro 2012";"0,16"
"Brasil";"fevereiro 2012";"0,06"
"Brasil";"março 2012";"-0,40"
"Brasil";"abril 2012";"-0,79"
"Brasil";"maio 2012";"0,17"
"Brasil";"junho 2012";"-0,03"
"Brasil";"julho 2012";"-0,01"
"Brasil";"agosto 2012";"0,40"
"Brasil";"setembro 2012";"0,18"
"Brasil";"outubro 2012";"0,37"
"Brasil";"novembro 2012";"0,47"
"Brasil";"dezembro 2012";"0,27"
"Brasil";"janeiro 2013";"1,15"
"Brasil";"fevereiro 2013";"0,53"
"Brasil";"março 2013";"0,11"
"Brasil";"abril 2013";"0,63"
"Brasil";"maio 2013";"0,46"
"Brasil";"junho 2013";"0,12"
"Brasil";"julho 2013";"0,28"
"Brasil";"agosto 2013";"0,89"
"Brasil";"setembro 2013";"0,65"
"Brasil";"outubro 2013";"0,81"
"Brasil";"novembro 2013";"0,38"
"Brasil";"dezembro 2013";"0,89"
"Brasil";"janeiro 2014";"0,49"
"Brasil";"fevereiro 2014";"1,07"
"Brasil";"março 2014";"0,38"
"Brasil";"abril 2014";"0,20"
"Brasil";"maio 2014";"1,03"
"Brasil";"junho 2014";"0,38"
"Brasil";"julho 2014";"0,86"
"Brasil";"agosto 2014";"0,47"
"Brasil";"setembro 2014";"0,34"
"Brasil";"outubro 2014";"0,19"
"Brasil";"novembro 2014";"-0,04"
"Brasil";"dezembro 2014";"0,00"
"Brasil";"janeiro 2015";"-0,28"
"Brasil";"fevereiro 2015";"0,87"
"Brasil";"março 2015";"0,35"
"Brasil";"abril 2015";"0,66"
"Brasil";"maio 2015";"0,36"
"Brasil";"junho 2015";"0,72"
"Brasil";"julho 2015";"0,86"
"Brasil";"agosto 2015";"0,37"
"Brasil";"setembro 2015";"0,19"
"Brasil";"outubro 2015";"0,39"
"Brasil";"novembro 2015";"0,31"
"Brasil";"dezembro 2015";"0,46"
"Brasil";"janeiro 2016";"0,45"
"Brasil";"fevereiro 2016";"1,01"
"Brasil";"março 2016";"0,70"
"Brasil";"abril 2016";"0,26"
"Brasil";"maio 2016";"0,63"
"Brasil";"junho 2016";"0,26"
"Brasil";"julho 2016";"0,53"
"Brasil";"agosto 2016";"0,36"
"Brasil";"setembro 2016";"-0,23"
"Brasil";"outubro 2016";"-0,13"
"Brasil";"novembro 2016";"-0,16"
"Brasil";"dezembro 2016";"-0,31"
"Brasil";"janeiro 2017";"-0,10"
"Brasil";"fevereiro 2017";"0,18"
"Brasil";"março 2017";"-0,29"
"Brasil";"abril 2017";"-0,28"
"Brasil";"maio 2017";"-0,23"
"Brasil";"junho 2017";"-0,07"
"Brasil";"julho 2017";"-0,23"
"Brasil";"agosto 2017";"0,20"
"Brasil";"setembro 2017";"0,13"
"Brasil";"outubro 2017";"-0,39"
"Brasil";"novembro 2017";"-0,45"
"Brasil";"dezembro 2017";"0,03"
"Fonte: IBGE - Índice Nacional de Preços ao Consumidor Amplo"

"Notas"
"1 - Com a atualização das Estruturas de Ponderação, obtidas a partir da Pesquisa de Orçamentos Familiares - POF - 2008-2009, foram introduzidos aperfeiçoamentos na classificação dos produtos e serviços que compõem as estruturas dos índices de preços. Com isso, foram criadas novas tabelas, a partir de janeiro de 2012 para o IPCA e INPC e fevereiro de 2012 para o IPCA-15, contendo os dados com as estruturas atualizadas. Os dados de períodos anteriores são disponibilizados em outras tabelas."
"2 - A variação acumulada em 12 meses está disponível a partir de fevereiro de 2017."
