"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2012)"
"Geral, grupo, subgrupo, item e subitem - 8.Educação"
"";"Mês";"Variável"
"";"Mês";"IPCA - Variação mensal (%)"
"Brasil";"janeiro 2012";"0,39"
"Brasil";"fevereiro 2012";"5,62"
"Brasil";"março 2012";"0,54"
"Brasil";"abril 2012";"0,04"
"Brasil";"maio 2012";"-0,01"
"Brasil";"junho 2012";"0,06"
"Brasil";"julho 2012";"0,12"
"Brasil";"agosto 2012";"0,51"
"Brasil";"setembro 2012";"0,10"
"Brasil";"outubro 2012";"0,05"
"Brasil";"novembro 2012";"0,05"
"Brasil";"dezembro 2012";"0,19"
"Brasil";"janeiro 2013";"0,35"
"Brasil";"fevereiro 2013";"5,40"
"Brasil";"março 2013";"0,56"
"Brasil";"abril 2013";"0,10"
"Brasil";"maio 2013";"0,06"
"Brasil";"junho 2013";"0,18"
"Brasil";"julho 2013";"0,11"
"Brasil";"agosto 2013";"0,67"
"Brasil";"setembro 2013";"0,12"
"Brasil";"outubro 2013";"0,09"
"Brasil";"novembro 2013";"0,08"
"Brasil";"dezembro 2013";"0,05"
"Brasil";"janeiro 2014";"0,57"
"Brasil";"fevereiro 2014";"5,97"
"Brasil";"março 2014";"0,53"
"Brasil";"abril 2014";"0,03"
"Brasil";"maio 2014";"0,13"
"Brasil";"junho 2014";"0,02"
"Brasil";"julho 2014";"0,04"
"Brasil";"agosto 2014";"0,43"
"Brasil";"setembro 2014";"0,18"
"Brasil";"outubro 2014";"0,11"
"Brasil";"novembro 2014";"0,21"
"Brasil";"dezembro 2014";"0,07"
"Brasil";"janeiro 2015";"0,31"
"Brasil";"fevereiro 2015";"5,88"
"Brasil";"março 2015";"0,75"
"Brasil";"abril 2015";"0,21"
"Brasil";"maio 2015";"0,06"
"Brasil";"junho 2015";"0,20"
"Brasil";"julho 2015";"0,00"
"Brasil";"agosto 2015";"0,82"
"Brasil";"setembro 2015";"0,25"
"Brasil";"outubro 2015";"0,10"
"Brasil";"novembro 2015";"0,22"
"Brasil";"dezembro 2015";"0,22"
"Brasil";"janeiro 2016";"0,31"
"Brasil";"fevereiro 2016";"5,90"
"Brasil";"março 2016";"0,63"
"Brasil";"abril 2016";"0,20"
"Brasil";"maio 2016";"0,16"
"Brasil";"junho 2016";"0,11"
"Brasil";"julho 2016";"0,04"
"Brasil";"agosto 2016";"0,99"
"Brasil";"setembro 2016";"0,18"
"Brasil";"outubro 2016";"0,02"
"Brasil";"novembro 2016";"0,06"
"Brasil";"dezembro 2016";"0,07"
"Brasil";"janeiro 2017";"0,29"
"Brasil";"fevereiro 2017";"5,04"
"Brasil";"março 2017";"0,95"
"Brasil";"abril 2017";"0,03"
"Brasil";"maio 2017";"0,08"
"Brasil";"junho 2017";"0,08"
"Brasil";"julho 2017";"-0,02"
"Brasil";"agosto 2017";"0,24"
"Brasil";"setembro 2017";"0,04"
"Brasil";"outubro 2017";"0,06"
"Brasil";"novembro 2017";"0,03"
"Brasil";"dezembro 2017";"0,15"
"Fonte: IBGE - Índice Nacional de Preços ao Consumidor Amplo"

"Notas"
"1 - Com a atualização das Estruturas de Ponderação, obtidas a partir da Pesquisa de Orçamentos Familiares - POF - 2008-2009, foram introduzidos aperfeiçoamentos na classificação dos produtos e serviços que compõem as estruturas dos índices de preços. Com isso, foram criadas novas tabelas, a partir de janeiro de 2012 para o IPCA e INPC e fevereiro de 2012 para o IPCA-15, contendo os dados com as estruturas atualizadas. Os dados de períodos anteriores são disponibilizados em outras tabelas."
"2 - A variação acumulada em 12 meses está disponível a partir de fevereiro de 2017."
