"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2012)"
"Geral, grupo, subgrupo, item e subitem - 1.Alimentação e bebidas"
"";"Mês";"Variável"
"";"Mês";"IPCA - Variação mensal (%)"
"Brasil";"janeiro 2012";"0,86"
"Brasil";"fevereiro 2012";"0,19"
"Brasil";"março 2012";"0,25"
"Brasil";"abril 2012";"0,51"
"Brasil";"maio 2012";"0,73"
"Brasil";"junho 2012";"0,68"
"Brasil";"julho 2012";"0,91"
"Brasil";"agosto 2012";"0,88"
"Brasil";"setembro 2012";"1,26"
"Brasil";"outubro 2012";"1,36"
"Brasil";"novembro 2012";"0,79"
"Brasil";"dezembro 2012";"1,03"
"Brasil";"janeiro 2013";"1,99"
"Brasil";"fevereiro 2013";"1,45"
"Brasil";"março 2013";"1,14"
"Brasil";"abril 2013";"0,96"
"Brasil";"maio 2013";"0,31"
"Brasil";"junho 2013";"0,04"
"Brasil";"julho 2013";"-0,33"
"Brasil";"agosto 2013";"0,01"
"Brasil";"setembro 2013";"0,14"
"Brasil";"outubro 2013";"1,03"
"Brasil";"novembro 2013";"0,56"
"Brasil";"dezembro 2013";"0,89"
"Brasil";"janeiro 2014";"0,84"
"Brasil";"fevereiro 2014";"0,56"
"Brasil";"março 2014";"1,92"
"Brasil";"abril 2014";"1,19"
"Brasil";"maio 2014";"0,58"
"Brasil";"junho 2014";"-0,11"
"Brasil";"julho 2014";"-0,15"
"Brasil";"agosto 2014";"-0,15"
"Brasil";"setembro 2014";"0,78"
"Brasil";"outubro 2014";"0,46"
"Brasil";"novembro 2014";"0,77"
"Brasil";"dezembro 2014";"1,08"
"Brasil";"janeiro 2015";"1,48"
"Brasil";"fevereiro 2015";"0,81"
"Brasil";"março 2015";"1,17"
"Brasil";"abril 2015";"0,97"
"Brasil";"maio 2015";"1,37"
"Brasil";"junho 2015";"0,63"
"Brasil";"julho 2015";"0,65"
"Brasil";"agosto 2015";"-0,01"
"Brasil";"setembro 2015";"0,24"
"Brasil";"outubro 2015";"0,77"
"Brasil";"novembro 2015";"1,83"
"Brasil";"dezembro 2015";"1,50"
"Brasil";"janeiro 2016";"2,28"
"Brasil";"fevereiro 2016";"1,06"
"Brasil";"março 2016";"1,24"
"Brasil";"abril 2016";"1,09"
"Brasil";"maio 2016";"0,78"
"Brasil";"junho 2016";"0,71"
"Brasil";"julho 2016";"1,32"
"Brasil";"agosto 2016";"0,30"
"Brasil";"setembro 2016";"-0,29"
"Brasil";"outubro 2016";"-0,05"
"Brasil";"novembro 2016";"-0,20"
"Brasil";"dezembro 2016";"0,08"
"Brasil";"janeiro 2017";"0,35"
"Brasil";"fevereiro 2017";"-0,45"
"Brasil";"março 2017";"0,34"
"Brasil";"abril 2017";"0,58"
"Brasil";"maio 2017";"-0,35"
"Brasil";"junho 2017";"-0,50"
"Brasil";"julho 2017";"-0,47"
"Brasil";"agosto 2017";"-1,07"
"Brasil";"setembro 2017";"-0,41"
"Brasil";"outubro 2017";"-0,05"
"Brasil";"novembro 2017";"-0,38"
"Brasil";"dezembro 2017";"0,54"
"Fonte: IBGE - Índice Nacional de Preços ao Consumidor Amplo"

"Notas"
"1 - Com a atualização das Estruturas de Ponderação, obtidas a partir da Pesquisa de Orçamentos Familiares - POF - 2008-2009, foram introduzidos aperfeiçoamentos na classificação dos produtos e serviços que compõem as estruturas dos índices de preços. Com isso, foram criadas novas tabelas, a partir de janeiro de 2012 para o IPCA e INPC e fevereiro de 2012 para o IPCA-15, contendo os dados com as estruturas atualizadas. Os dados de períodos anteriores são disponibilizados em outras tabelas."
"2 - A variação acumulada em 12 meses está disponível a partir de fevereiro de 2017."
