"Tabela 1419 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2012)"
"Geral, grupo, subgrupo, item e subitem - 4.Vestuário"
"";"Mês";"Variável"
"";"Mês";"IPCA - Variação mensal (%)"
"Brasil";"janeiro 2012";"0,07"
"Brasil";"fevereiro 2012";"-0,23"
"Brasil";"março 2012";"-0,61"
"Brasil";"abril 2012";"0,98"
"Brasil";"maio 2012";"0,89"
"Brasil";"junho 2012";"0,39"
"Brasil";"julho 2012";"0,04"
"Brasil";"agosto 2012";"0,19"
"Brasil";"setembro 2012";"0,89"
"Brasil";"outubro 2012";"1,09"
"Brasil";"novembro 2012";"0,86"
"Brasil";"dezembro 2012";"1,11"
"Brasil";"janeiro 2013";"-0,53"
"Brasil";"fevereiro 2013";"0,55"
"Brasil";"março 2013";"0,15"
"Brasil";"abril 2013";"0,65"
"Brasil";"maio 2013";"0,84"
"Brasil";"junho 2013";"0,50"
"Brasil";"julho 2013";"-0,39"
"Brasil";"agosto 2013";"0,08"
"Brasil";"setembro 2013";"0,63"
"Brasil";"outubro 2013";"1,13"
"Brasil";"novembro 2013";"0,85"
"Brasil";"dezembro 2013";"0,80"
"Brasil";"janeiro 2014";"-0,15"
"Brasil";"fevereiro 2014";"-0,40"
"Brasil";"março 2014";"0,31"
"Brasil";"abril 2014";"0,47"
"Brasil";"maio 2014";"0,84"
"Brasil";"junho 2014";"0,49"
"Brasil";"julho 2014";"-0,24"
"Brasil";"agosto 2014";"-0,15"
"Brasil";"setembro 2014";"0,57"
"Brasil";"outubro 2014";"0,62"
"Brasil";"novembro 2014";"0,39"
"Brasil";"dezembro 2014";"0,85"
"Brasil";"janeiro 2015";"-0,69"
"Brasil";"fevereiro 2015";"-0,60"
"Brasil";"março 2015";"0,59"
"Brasil";"abril 2015";"0,91"
"Brasil";"maio 2015";"0,61"
"Brasil";"junho 2015";"0,58"
"Brasil";"julho 2015";"-0,31"
"Brasil";"agosto 2015";"0,20"
"Brasil";"setembro 2015";"0,50"
"Brasil";"outubro 2015";"0,67"
"Brasil";"novembro 2015";"0,79"
"Brasil";"dezembro 2015";"1,15"
"Brasil";"janeiro 2016";"-0,24"
"Brasil";"fevereiro 2016";"0,24"
"Brasil";"março 2016";"0,69"
"Brasil";"abril 2016";"0,40"
"Brasil";"maio 2016";"0,91"
"Brasil";"junho 2016";"0,32"
"Brasil";"julho 2016";"-0,38"
"Brasil";"agosto 2016";"0,15"
"Brasil";"setembro 2016";"0,43"
"Brasil";"outubro 2016";"0,45"
"Brasil";"novembro 2016";"0,20"
"Brasil";"dezembro 2016";"0,32"
"Brasil";"janeiro 2017";"-0,36"
"Brasil";"fevereiro 2017";"-0,13"
"Brasil";"março 2017";"-0,12"
"Brasil";"abril 2017";"0,48"
"Brasil";"maio 2017";"0,98"
"Brasil";"junho 2017";"0,21"
"Brasil";"julho 2017";"-0,42"
"Brasil";"agosto 2017";"0,29"
"Brasil";"setembro 2017";"0,28"
"Brasil";"outubro 2017";"0,71"
"Brasil";"novembro 2017";"0,10"
"Brasil";"dezembro 2017";"0,84"
"Fonte: IBGE - Índice Nacional de Preços ao Consumidor Amplo"

"Notas"
"1 - Com a atualização das Estruturas de Ponderação, obtidas a partir da Pesquisa de Orçamentos Familiares - POF - 2008-2009, foram introduzidos aperfeiçoamentos na classificação dos produtos e serviços que compõem as estruturas dos índices de preços. Com isso, foram criadas novas tabelas, a partir de janeiro de 2012 para o IPCA e INPC e fevereiro de 2012 para o IPCA-15, contendo os dados com as estruturas atualizadas. Os dados de períodos anteriores são disponibilizados em outras tabelas."
"2 - A variação acumulada em 12 meses está disponível a partir de fevereiro de 2017."
